id,expert,sign_id,concept,answer,comment,flag_reasons,hamnosys,created_at
550,Meziane Lamri,139,يفكر,ALMOST,,,,2026-05-05 20:48:03
755,Meziane Lamri,140,يخسر,NO,Démissionne,,,2026-05-06 20:29:19
551,Meziane Lamri,141,صغير,NO,,,,2026-05-05 20:50:14
552,Meziane Lamri,142,صغير,NO,,,,2026-05-05 20:50:22
553,Meziane Lamri,143,قليل,NO,,,,2026-05-05 20:50:36
554,Meziane Lamri,144,خوف,NO,,,,2026-05-05 20:51:55
555,Meziane Lamri,145,صيدلية,NO,,,,2026-05-05 20:52:04
556,Meziane Lamri,146,قدم,NO,,,,2026-05-05 20:52:14
557,Meziane Lamri,148,مطر,YES,,,,2026-05-05 20:52:17
558,Meziane Lamri,149,سمك,YES,,,,2026-05-05 20:52:23
559,Meziane Lamri,150,صدر,YES,,,,2026-05-05 20:52:36
560,Meziane Lamri,151,شرطة,NO,,,,2026-05-05 20:52:47
561,Meziane Lamri,152,باب,YES,,,,2026-05-05 20:53:44
562,Meziane Lamri,153,يحمل,YES,,,,2026-05-05 20:53:52
745,Meziane Lamri,154,ممكن,NO,D'accord,,,2026-05-06 20:18:09
563,Meziane Lamri,155,يأخذ,YES,,,,2026-05-05 20:54:20
564,Meziane Lamri,156,ربيع,NO,,,,2026-05-05 20:54:30
565,Meziane Lamri,159,سبب,YES,,,,2026-05-05 20:54:54
566,Meziane Lamri,161,أرز,NO,,,,2026-05-05 20:55:08
567,Meziane Lamri,162,فستان,YES,,,,2026-05-05 20:55:13
568,Meziane Lamri,165,حقيبة,YES,,,,2026-05-05 20:55:16
569,Meziane Lamri,168,صحة,YES,,,,2026-05-05 20:55:26
570,Meziane Lamri,170,جاف,YES,,,,2026-05-05 20:55:39
571,Meziane Lamri,171,ملح,YES,,,,2026-05-05 20:55:42
572,Meziane Lamri,172,أسبوع,ALMOST,,,,2026-05-05 20:55:53
756,Meziane Lamri,173,سبتمبر,NO,Minutes,,,2026-05-06 20:29:36
573,Meziane Lamri,174,وحيد,YES,,,,2026-05-05 20:56:36
574,Meziane Lamri,176,جندي,YES,,,,2026-05-05 20:56:44
575,Meziane Lamri,177,شمس,YES,,,,2026-05-05 20:56:49
576,Meziane Lamri,178,مظلم,NO,,,,2026-05-05 20:57:01
577,Meziane Lamri,179,صوت,YES,,,,2026-05-05 20:57:07
578,Meziane Lamri,180,غالباً,YES,,,,2026-05-05 20:57:16
686,Meziane Lamri,181,سيارة أجرة,NO,Cinéma,,,2026-05-06 19:50:44
579,Meziane Lamri,182,وقت,ALMOST,,,,2026-05-05 20:57:58
580,Meziane Lamri,183,وقت,ALMOST,,,,2026-05-05 20:58:16
581,Meziane Lamri,184,أرض,NO,,,,2026-05-05 20:58:27
687,Meziane Lamri,185,شاي,NO,Vote,,,2026-05-06 19:50:59
582,Meziane Lamri,186,سقف,YES,,,,2026-05-05 20:58:55
583,Meziane Lamri,188,قطار,NO,,,,2026-05-05 20:59:05
584,Meziane Lamri,189,جداً,YES,,,,2026-05-05 20:59:41
585,Meziane Lamri,190,عطلة,NO,,,,2026-05-05 20:59:58
586,Meziane Lamri,192,الجمعة,YES,,,,2026-05-05 21:00:01
587,Meziane Lamri,194,ريح,YES,,,,2026-05-05 21:00:06
588,Meziane Lamri,196,لحم,YES,,,,2026-05-05 21:00:17
589,Meziane Lamri,197,فارغ,YES,,,,2026-05-05 21:00:47
590,Meziane Lamri,198,حياة,YES,,,,2026-05-05 21:00:50
591,Meziane Lamri,200,قرية,ALMOST,,,,2026-05-05 21:01:07
592,Meziane Lamri,201,مدينة,ALMOST,,,,2026-05-05 21:01:23
593,Meziane Lamri,202,عنف,YES,,,,2026-05-05 21:01:36
594,Meziane Lamri,203,وجه,YES,,,,2026-05-05 21:01:39
595,Meziane Lamri,204,زائر,YES,,,,2026-05-05 21:01:43
596,Meziane Lamri,206,جار,YES,,,,2026-05-05 21:01:48
597,Meziane Lamri,208,صوت,YES,,,,2026-05-05 21:01:50
598,Meziane Lamri,209,يريد,YES,,,,2026-05-05 21:01:53
599,Meziane Lamri,211,حقيقي,YES,,,,2026-05-05 21:01:56
600,Meziane Lamri,212,حقيقي,YES,,,,2026-05-05 21:01:59
601,Meziane Lamri,213,حقيقي,YES,,,,2026-05-05 21:02:01
602,Meziane Lamri,214,دراجة,NO,,,,2026-05-05 21:02:07
603,Meziane Lamri,215,حقيقة,YES,,,,2026-05-05 21:02:15
604,Meziane Lamri,216,ملابس,YES,,,,2026-05-05 21:02:19
605,Meziane Lamri,217,عمر,NO,,,,2026-05-05 21:02:22
606,Meziane Lamri,219,كنيسة,ALMOST,,,,2026-05-05 21:02:36
607,Meziane Lamri,222,ضيق,YES,,,,2026-05-05 21:02:41
608,Meziane Lamri,224,صيف,YES,,,,2026-05-05 21:02:45
609,Meziane Lamri,225,٠,YES,,,,2026-05-05 21:02:48
610,Meziane Lamri,226,١,YES,,,,2026-05-05 21:02:53
611,Meziane Lamri,227,١٠,YES,,,,2026-05-05 21:02:55
612,Meziane Lamri,228,١٠٠,ALMOST,,,,2026-05-05 21:03:02
613,Meziane Lamri,229,١١,YES,,,,2026-05-05 21:03:08
614,Meziane Lamri,230,١٢,YES,,,,2026-05-05 21:03:11
615,Meziane Lamri,231,١٣,YES,,,,2026-05-05 21:03:14
616,Meziane Lamri,232,١٤,YES,,,,2026-05-05 21:03:16
617,Meziane Lamri,233,١٥,YES,,,,2026-05-05 21:03:19
618,Meziane Lamri,234,١٦,YES,,,,2026-05-05 21:03:21
619,Meziane Lamri,235,١٧,YES,,,,2026-05-05 21:03:23
620,Meziane Lamri,236,١٨,YES,,,,2026-05-05 21:03:25
621,Meziane Lamri,237,١٩,YES,,,,2026-05-05 21:03:27
622,Meziane Lamri,238,٢,YES,,,,2026-05-05 21:03:30
623,Meziane Lamri,239,٢٠,YES,,,,2026-05-05 21:03:33
624,Meziane Lamri,240,٣,YES,,,,2026-05-05 21:03:37
625,Meziane Lamri,241,٣٠,ALMOST,,,,2026-05-05 21:04:12
626,Meziane Lamri,242,٤,YES,,,,2026-05-05 21:04:17
627,Meziane Lamri,243,٤٠,YES,,,,2026-05-05 21:04:25
628,Meziane Lamri,244,٥,YES,,,,2026-05-05 21:04:28
629,Meziane Lamri,245,٥٠,ALMOST,,,,2026-05-05 21:04:38
630,Meziane Lamri,246,٦,YES,,,,2026-05-05 21:04:44
631,Meziane Lamri,247,٦٠,ALMOST,,,,2026-05-05 21:04:57
632,Meziane Lamri,248,٧,YES,,,,2026-05-05 21:05:01
633,Meziane Lamri,249,٧٠,YES,,,,2026-05-05 21:05:04
634,Meziane Lamri,250,٨,YES,,,,2026-05-05 21:05:08
635,Meziane Lamri,251,٨٠,YES,,,,2026-05-05 21:05:11
636,Meziane Lamri,252,٩,YES,,,,2026-05-05 21:05:14
637,Meziane Lamri,253,٩٠,YES,,,,2026-05-05 21:05:16
638,Meziane Lamri,254,ينجز,YES,,,,2026-05-05 21:05:35
639,Meziane Lamri,255,ممثل,YES,,,,2026-05-05 21:06:06
640,Meziane Lamri,256,أخبار,YES,,,,2026-05-05 21:06:18
641,Meziane Lamri,257,يتكيف,YES,,,,2026-05-05 21:06:36
642,Meziane Lamri,260,ممتع,YES,,,,2026-05-05 21:07:03
643,Meziane Lamri,261,حامض,YES,,,,2026-05-05 21:07:18
644,Meziane Lamri,265,تسلية,YES,,,,2026-05-05 21:07:30
645,Meziane Lamri,266,مُرّ,YES,,,,2026-05-05 21:07:41
646,Meziane Lamri,267,سنة,YES,,,,2026-05-05 21:07:44
647,Meziane Lamri,269,خاتم,YES,,,,2026-05-05 21:07:50
648,Meziane Lamri,270,إعلان عام,YES,,,,2026-05-05 21:07:55
649,Meziane Lamri,271,شقة,NO,,,,2026-05-05 21:08:00
650,Meziane Lamri,272,بعد غد,YES,,,,2026-05-05 21:08:08
651,Meziane Lamri,273,بعد الظهر,NO,,,,2026-05-05 21:08:15
652,Meziane Lamri,274,يُرتّب,ALMOST,,,,2026-05-05 21:08:39
653,Meziane Lamri,275,وصول,YES,,,,2026-05-05 21:08:42
654,Meziane Lamri,276,حرفي,YES,,,,2026-05-05 21:09:00
655,Meziane Lamri,277,كافٍ,NO,,,,2026-05-05 21:09:18
656,Meziane Lamri,280,أيضاً,YES,,,,2026-05-05 21:09:22
657,Meziane Lamri,281,حافلة,NO,,,,2026-05-05 21:09:34
658,Meziane Lamri,282,إذن,YES,,,,2026-05-05 21:10:04
659,Meziane Lamri,284,محامي,NO,,,,2026-05-05 21:10:13
660,Meziane Lamri,286,يعطش,NO,,,,2026-05-05 21:10:20
661,Meziane Lamri,287,يشعر بالنعاس,YES,,,,2026-05-05 21:10:27
662,Meziane Lamri,288,مطار,YES,,,,2026-05-05 21:10:31
663,Meziane Lamri,290,كرة,ALMOST,,,,2026-05-05 21:10:42
664,Meziane Lamri,291,برلين,NO,,,,2026-05-05 21:10:50
665,Meziane Lamri,292,حاجة,YES,,,,2026-05-05 21:11:01
666,Meziane Lamri,294,قريباً,YES,,,,2026-05-05 21:11:04
667,Meziane Lamri,295,تذكرة,YES,,,,2026-05-05 21:11:17
668,Meziane Lamri,296,قُبلة,YES,,,,2026-05-05 21:11:20
669,Meziane Lamri,297,غريب,YES,,,,2026-05-05 21:11:41
757,Meziane Lamri,299,جُرح,NO,Victime,,,2026-05-06 20:29:50
670,Meziane Lamri,300,مشروب,YES,,,,2026-05-05 21:12:30
688,Meziane Lamri,301,تصبح على خير,YES,Bon soirée,,,2026-05-06 19:51:33
671,Meziane Lamri,302,مساء الخير,YES,,,,2026-05-05 21:12:58
672,Meziane Lamri,305,مخبزة,YES,,,,2026-05-05 21:13:05
673,Meziane Lamri,306,زر,YES,,,,2026-05-05 21:13:15
674,Meziane Lamri,307,علبة,YES,,,,2026-05-05 21:13:21
689,Meziane Lamri,308,علبة معلّبات,YES,,,,2026-05-06 19:51:54
690,Meziane Lamri,309,فرع,YES,,,,2026-05-06 19:52:22
691,Meziane Lamri,310,برافو,YES,,,,2026-05-06 19:52:26
746,Meziane Lamri,311,مختصر,YES,,,,2026-05-06 20:18:16
758,Meziane Lamri,312,يلمع,NO,,,,2026-05-06 20:30:04
692,Meziane Lamri,313,فرشاة,NO,,,,2026-05-06 19:52:40
693,Meziane Lamri,314,ضباب,YES,,,,2026-05-06 19:52:49
694,Meziane Lamri,315,هدف,YES,,,,2026-05-06 19:52:53
695,Meziane Lamri,316,هدف,YES,,,,2026-05-06 19:52:59
696,Meziane Lamri,317,عصا,YES,,,,2026-05-06 19:53:15
759,Meziane Lamri,318,بئر السلم,YES,,,,2026-05-06 20:30:21
760,Meziane Lamri,319,يحسب,NO,,,,2026-05-06 20:30:31
697,Meziane Lamri,320,شاحنة,YES,Bus,,,2026-05-06 19:53:51
698,Meziane Lamri,322,عاصمة,YES,,,,2026-05-06 19:54:18
761,Meziane Lamri,323,شخصية,ALMOST,,,,2026-05-06 20:31:08
699,Meziane Lamri,324,قافلة,YES,,,,2026-05-06 19:54:43
700,Meziane Lamri,325,مفترق طرق,NO,,,,2026-05-06 19:54:57
701,Meziane Lamri,326,بطاقة,NO,,,,2026-05-06 19:55:08
702,Meziane Lamri,329,حقل,YES,,,,2026-05-06 19:55:28
703,Meziane Lamri,330,حظ,YES,,,,2026-05-06 19:55:34
704,Meziane Lamri,331,فحم,YES,,,,2026-05-06 19:57:21
705,Meziane Lamri,332,جوارب,YES,,,,2026-05-06 19:57:42
706,Meziane Lamri,333,سلسلة,YES,,,,2026-05-06 19:57:59
707,Meziane Lamri,334,طريق,YES,,,,2026-05-06 19:58:15
708,Meziane Lamri,335,طريق,YES,,,,2026-05-06 19:58:19
747,Meziane Lamri,337,غالي,YES,,,,2026-05-06 20:18:19
709,Meziane Lamri,338,شيء,YES,,,,2026-05-06 19:58:57
710,Meziane Lamri,339,شيك,YES,,,,2026-05-06 19:59:06
711,Meziane Lamri,340,مواطن,YES,,,,2026-05-06 19:59:29
712,Meziane Lamri,341,زبون,ALMOST,,,,2026-05-06 20:00:09
713,Meziane Lamri,342,مسمار,NO,,,,2026-05-06 20:00:48
714,Meziane Lamri,344,تلة,YES,,,,2026-05-06 20:00:54
715,Meziane Lamri,345,تاجر,YES,,,,2026-05-06 20:00:58
748,Meziane Lamri,346,مشترك,ALMOST,,,,2026-05-06 20:19:50
716,Meziane Lamri,347,مجتمع,ALMOST,,,,2026-05-06 20:01:31
717,Meziane Lamri,348,اتصال,YES,,,,2026-05-06 20:01:34
718,Meziane Lamri,349,شركة,NO,Relation,,,2026-05-06 20:02:39
762,Meziane Lamri,350,يُقارن,YES,,,,2026-05-06 20:31:19
719,Meziane Lamri,354,معرفة,YES,,,,2026-05-06 20:02:48
763,Meziane Lamri,355,يعرف,YES,,,,2026-05-06 20:31:26
764,Meziane Lamri,356,ينصح,YES,,,,2026-05-06 20:31:32
749,Meziane Lamri,357,مستمر,YES,,,,2026-05-06 20:19:56
779,Meziane Lamri,358,ضد,YES,,,,2026-05-06 20:37:28
720,Meziane Lamri,359,نسخة,YES,,,,2026-05-06 20:03:08
721,Meziane Lamri,361,منحني,YES,,,,2026-05-06 20:03:19
722,Meziane Lamri,362,ركلة,YES,,,,2026-05-06 20:04:29
723,Meziane Lamri,363,فناء المنزل,ALMOST,,,,2026-05-06 20:05:11
724,Meziane Lamri,364,تيار,YES,,,,2026-05-06 20:05:40
725,Meziane Lamri,366,دورة,NO,يعلم، معلم,,,2026-05-06 20:08:44
765,Meziane Lamri,367,يحفر,YES,,,,2026-05-06 20:31:48
766,Meziane Lamri,369,يُنشئ,NO,Age,,,2026-05-06 20:32:57
750,Meziane Lamri,372,مشهور,YES,,,,2026-05-06 20:20:27
767,Meziane Lamri,373,يحتفل,ALMOST,,,,2026-05-06 20:33:20
726,Meziane Lamri,374,ساحل,YES,,,,2026-05-06 20:09:02
727,Meziane Lamri,375,موافق,YES,,,,2026-05-06 20:09:06
728,Meziane Lamri,377,سيدة,NO,,,,2026-05-06 20:09:29
777,Meziane Lamri,378,من وقت لآخر,NO,,,,2026-05-06 20:36:41
729,Meziane Lamri,379,درجة,YES,,,,2026-05-06 20:09:47
768,Meziane Lamri,380,يطلب شيئاً,YES,,,,2026-05-06 20:33:28
730,Meziane Lamri,381,رسم,YES,,,,2026-05-06 20:09:50
731,Meziane Lamri,382,ديون,YES,,,,2026-05-06 20:10:47
769,Meziane Lamri,383,يدين بمال,YES,,,,2026-05-06 20:33:42
770,Meziane Lamri,384,قاموس,YES,,,,2026-05-06 20:34:00
732,Meziane Lamri,385,مدير,NO,,,,2026-05-06 20:10:56
733,Meziane Lamri,386,توجيه,NO,يأمر,,,2026-05-06 20:11:22
734,Meziane Lamri,389,إذاً,YES,,,,2026-05-06 20:11:31
771,Meziane Lamri,390,يلد,YES,,,,2026-05-06 20:34:20
772,Meziane Lamri,394,يُعلن,YES,,,,2026-05-06 20:34:26
735,Meziane Lamri,395,وفاة,ALMOST,,,,2026-05-06 20:11:51
736,Meziane Lamri,397,أضرار,YES,,,,2026-05-06 20:12:01
778,Meziane Lamri,398,سابقاً,YES,,,,2026-05-06 20:36:48
773,Meziane Lamri,399,ينتقل,NO,,,,2026-05-06 20:35:10
737,Meziane Lamri,400,مغادرة,YES,,,,2026-05-06 20:12:17
774,Meziane Lamri,401,ينفق,YES,,,,2026-05-06 20:35:19
738,Meziane Lamri,402,مصاريف,YES,,,,2026-05-06 20:12:54
739,Meziane Lamri,403,وديعة,NO,,,,2026-05-06 20:13:49
740,Meziane Lamri,405,خلاف,YES,,,,2026-05-06 20:14:09
741,Meziane Lamri,406,عيب,NO,,,,2026-05-06 20:14:19
775,Meziane Lamri,408,فوضى,NO,Fête,,,2026-05-06 20:35:42
776,Meziane Lamri,409,يدمر,YES,,,,2026-05-06 20:36:04
751,Meziane Lamri,410,مخيّب,NO,,,,2026-05-06 20:20:37
2,benhadja saddam,6,بعد,YES,,,,2026-04-27 18:48:04
3,benhadja saddam,11,مع,ALMOST,,,,2026-04-27 18:47:11
4,benhadja saddam,17,جيد,YES,,,,2026-04-27 18:36:14
5,benhadja saddam,32,واضح,YES,,,,2026-04-27 18:36:19
6,benhadja saddam,34,يفهم,YES,,,,2026-04-27 17:56:41
7,benhadja saddam,36,يقطع,YES,,,,2026-04-27 17:56:48
8,benhadja saddam,38,قصير,YES,,,,2026-04-27 18:36:33
9,benhadja saddam,41,خطير,YES,,,,2026-04-27 18:36:41
10,benhadja saddam,42,في,YES,,,,2026-04-27 18:47:14
11,benhadja saddam,43,خارج,YES,,,,2026-04-27 18:47:24
12,benhadja saddam,46,مختلف,YES,,,,2026-04-27 17:42:23
13,benhadja saddam,55,معاً,YES,,,,2026-04-27 18:48:52
14,benhadja saddam,56,بين,YES,,,,2026-04-27 18:47:28
15,benhadja saddam,66,قوي,YES,,,,2026-04-27 17:42:37
16,benhadja saddam,67,بارد,ALMOST,,,,2026-04-27 17:43:31
17,benhadja saddam,74,كبير,YES,,,,2026-04-27 18:36:46
18,benhadja saddam,77,هنا,YES,,,,2026-04-27 18:48:55
19,benhadja saddam,80,أبداً,YES,,,,2026-04-27 18:49:04
20,benhadja saddam,83,أصفر,YES,,,,2026-04-27 18:36:53
21,benhadja saddam,94,بعيد,YES,,,,2026-04-27 18:47:32
22,benhadja saddam,95,طويل,YES,,,,2026-04-27 18:36:59
23,benhadja saddam,96,ثقيل,YES,,,,2026-04-27 18:37:10
24,benhadja saddam,99,خفيف,NO,,,,2026-04-27 18:37:34
25,benhadja saddam,111,سيئ,NO,,,,2026-04-27 18:37:45
26,benhadja saddam,120,موت,NO,,,,2026-04-27 18:37:56
27,benhadja saddam,136,أحياناً,YES,,,,2026-04-27 18:49:16
28,benhadja saddam,137,فقير,YES,,,,2026-04-27 18:38:48
29,benhadja saddam,147,ممتلئ,YES,,,,2026-04-27 18:39:38
30,benhadja saddam,157,قريب,YES,,,,2026-04-27 18:47:35
31,benhadja saddam,158,أب,YES,,,,2026-04-27 18:08:41
32,benhadja saddam,160,يضحك,YES,,,,2026-04-27 18:08:49
33,benhadja saddam,163,يجيب,YES,,,,2026-04-27 18:09:00
34,benhadja saddam,164,ينجح,YES,,,,2026-04-27 18:09:53
35,benhadja saddam,166,وسخ,YES,,,,2026-04-27 18:40:05
36,benhadja saddam,167,بدون,YES,,,,2026-04-27 18:48:19
37,benhadja saddam,169,يعلم,YES,,,,2026-04-27 18:10:04
38,benhadja saddam,173,سبتمبر,YES,,,,2026-04-27 18:10:33
39,benhadja saddam,175,مساء,YES,,,,2026-04-27 18:10:39
40,benhadja saddam,184,أرض,ALMOST,,,,2026-04-27 18:11:40
41,benhadja saddam,187,دائماً,YES,,,,2026-04-27 18:49:42
42,benhadja saddam,191,يبيع,YES,,,,2026-04-27 18:14:31
